timestamp,pair,count,max_limit,status
2025-11-17 08:41:33,EURUSD,1,1,AT_LIMIT
2025-11-17 08:41:33,EURGBP,0,1,AVAILABLE
2025-11-17 08:41:33,GBPUSD,0,1,AVAILABLE
2025-11-17 08:41:33,USDJPY,0,1,AVAILABLE
2025-11-17 08:41:33,EURJPY,0,1,AVAILABLE
2025-11-17 08:41:33,GBPJPY,0,1,AVAILABLE
2025-11-17 08:41:33,AUDJPY,0,1,AVAILABLE
2025-11-17 08:41:33,CADJPY,0,1,AVAILABLE
2025-11-17 08:41:33,EURCHF,0,1,AVAILABLE
2025-11-17 08:41:33,EURNZD,0,1,AVAILABLE
2025-11-17 08:41:33,NZDCHF,0,1,AVAILABLE
2025-11-17 08:41:33,GBPAUD,0,1,AVAILABLE
2025-11-17 08:41:33,AUDCAD,0,1,AVAILABLE
2025-11-17 08:41:33,USDCHF,0,1,AVAILABLE
2025-11-17 08:41:33,GBPCHF,0,1,AVAILABLE
2025-11-17 08:41:33,XAUUSD,0,1,AVAILABLE
2025-11-17 08:41:33,AUDUSD,0,1,AVAILABLE
2025-11-17 08:41:33,AUDCHF,0,1,AVAILABLE
2025-11-17 08:41:33,AUDNZD,0,1,AVAILABLE
2025-11-17 08:41:33,CADCHF,0,1,AVAILABLE
2025-11-17 08:41:33,EURAUD,0,1,AVAILABLE
2025-11-17 08:41:33,EURCAD,0,1,AVAILABLE
2025-11-17 08:41:33,GBPCAD,0,1,AVAILABLE
2025-11-17 08:41:33,GBPNZD,0,1,AVAILABLE
2025-11-17 08:41:33,NZDCAD,0,1,AVAILABLE
2025-11-17 08:41:33,NZDJPY,0,1,AVAILABLE
2025-11-17 08:41:33,NZDUSD,0,1,AVAILABLE
2025-11-17 08:41:33,USDCAD,0,1,AVAILABLE
2025-11-17 08:41:33,CHFJPY,0,1,AVAILABLE
2025-11-17 08:41:33,BITCOIN,0,1,AVAILABLE
